,time,Power Generation Instant (MW),Amb. Temp Instant,GTI Instant,Humidity Instant,day
294,2023-01-10 04:49:08,23.4266,26.4,806.7304,44.4696,10
295,2023-01-10 04:43:58,23.0275,25.84,785.5805,46.5379,10
296,2023-01-10 04:38:47,22.6178,25.45,771.5931,47.4709,10
297,2023-01-10 04:33:36,22.0272,25.19,744.8082,48.4011,10
298,2023-01-10 04:28:26,21.5702,25.0,729.9371,49.6798,10
299,2023-01-10 04:23:16,21.3109,24.52,721.6351,51.6518,10
300,2023-01-10 04:18:05,20.8121,24.45,704.4412,50.6992,10
301,2023-01-10 04:12:55,20.2588,24.26,687.8242,52.7912,10
302,2023-01-10 04:07:44,19.7667,23.98,662.5741,53.58,10
303,2023-01-10 04:02:34,19.2648,23.54,644.5968,54.524,10
304,2023-01-10 03:57:23,18.7838,23.25,621.455,56.1222,10
305,2023-01-10 03:52:13,18.1507,23.09,604.1462,56.8091,10
306,2023-01-10 03:47:02,17.6489,22.72,583.3113,58.1161,10
307,2023-01-10 03:41:52,17.008,22.01,561.69,59.9735,10
308,2023-01-10 03:36:41,16.4395,21.48,543.7543,60.9287,10
309,2023-01-10 03:31:31,15.7145,20.98,519.237,62.7993,10
310,2023-01-10 03:26:20,15.0667,20.58,500.2365,64.0804,10
311,2023-01-10 03:21:10,14.3498,19.9,476.2467,65.2043,10
312,2023-01-10 03:15:59,13.6235,19.7,454.6194,64.901,10
313,2023-01-10 03:10:49,12.989,19.37,434.5258,65.81,10
314,2023-01-10 03:05:38,12.2817,18.69,409.1419,66.2031,10
315,2023-01-10 03:00:28,11.6125,18.16,389.0738,65.5982,10
316,2023-01-10 02:55:17,10.8852,17.56,363.1305,66.8067,10
317,2023-01-10 02:50:07,9.9321,16.97,340.0302,66.6559,10
318,2023-01-10 02:44:57,9.0035,16.4,317.3872,67.6195,10
319,2023-01-10 02:39:46,7.6912,15.72,291.2373,68.55,10
320,2023-01-10 02:34:36,6.4771,15.14,269.535,69.5968,10
321,2023-01-10 02:29:26,5.0989,14.44,243.2311,70.61,10
322,2023-01-10 02:24:16,4.1721,13.76,225.1351,71.738,10
323,2023-01-10 02:19:05,3.4384,13.04,202.7077,72.9204,10
324,2023-01-10 02:13:55,2.8414,12.52,181.4596,73.5392,10
325,2023-01-10 02:08:45,2.4024,12.11,159.4526,73.9215,10
326,2023-01-10 02:03:33,1.8843,11.78,134.6555,74.2152,10
